date,day_of_week,is_weekend,month,day_of_year,academic_phase,is_holiday,avg_temp_c,max_temp_c,rainfall_mm,cloud_cover,power_cut_hours,occupancy_total,hostellers_present,day_scholars_present,electricity_kwh,diesel_l,water_l,waste_kg,lpg_kg,solar_kwh_generated,carbon_kg,carbon_kg_next_day
2023-06-02,4,0,6,153,summer_break,0,29.8,36.5,0.0,0.47,1.03,880,510,123,6605.8,25.3,90186.1,192.8,10.64,629.4,5358.1,5180.6
2023-06-03,5,1,6,154,summer_break,0,28.8,35.0,0.0,0.33,0.65,880,510,123,6634.6,16.0,86420.0,211.7,11.44,731.4,5180.6,4909.3
2023-06-04,6,1,6,155,summer_break,0,29.9,36.9,0.0,0.04,0.21,880,510,123,6512.2,5.2,85970.9,223.5,11.92,942.8,4909.3,5204.7
2023-06-05,0,0,6,156,summer_break,0,30.0,36.7,2.9,0.33,0.12,880,510,123,6808.6,3.0,87381.3,211.6,11.26,731.4,5204.7,5135.5
2023-06-06,1,0,6,157,summer_break,0,28.3,35.3,0.0,0.02,0.57,880,510,123,6810.9,14.0,92874.0,227.9,11.18,957.4,5135.5,4299.7
2023-06-07,2,0,6,158,summer_break,0,26.5,32.9,0.0,0.06,0.56,880,510,123,5629.9,13.8,77636.0,211.1,10.7,928.3,4299.7,4793.0
2023-06-08,3,0,6,159,summer_break,0,30.2,35.9,0.0,0.03,0,880,510,123,6555.8,0.0,82955.1,229.3,10.95,950.1,4793.0,4716.8
2023-06-09,4,0,6,160,summer_break,0,30.3,36.3,0.0,0.0,0.45,880,510,123,6316.8,11.1,81001.2,235.1,11.43,972.0,4716.8,4895.6
2023-06-10,5,1,6,161,summer_break,0,29.2,35.9,8.4,0.39,0.68,880,510,123,6321.6,16.7,92264.0,209.9,10.38,687.7,4895.6,5130.8
2023-06-11,6,1,6,162,summer_break,0,32.0,38.8,0.0,0.24,0.93,880,510,123,6687.6,22.9,89793.6,221.3,12.33,797.0,5130.8,4831.4
2023-06-12,0,0,6,163,summer_break,0,29.1,36.2,0.0,0.09,0,880,510,123,6420.9,0.0,91514.8,202.9,11.19,906.4,4831.4,4785.5
2023-06-13,1,0,6,164,summer_break,0,28.7,36.1,0.0,0.21,0.1,880,510,123,6302.1,2.5,92437.3,221.8,9.72,818.9,4785.5,5322.3
2023-06-14,2,0,6,165,summer_break,0,31.9,37.3,0.0,0.22,1.33,880,510,123,6937.6,32.7,77588.8,253.7,9.78,811.6,5322.3,5549.5
2023-06-15,3,0,6,166,summer_break,0,33.6,40.4,0.0,0.14,0.4,880,510,123,7366.5,9.8,111021.4,177.7,11.71,869.9,5549.5,5149.0
2023-06-16,4,0,6,167,summer_break,0,31.8,38.4,6.7,0.33,0.47,880,510,123,6595.2,11.6,90615.5,193.3,9.04,731.4,5149.0,4929.6
2023-06-17,5,1,6,168,summer_break,0,31.7,38.0,0.0,0.04,0.58,880,510,123,6536.3,14.3,90601.1,211.2,11.16,942.8,4929.6,4975.5
2023-06-18,6,1,6,169,summer_break,0,30.7,36.3,0.0,0.08,0.26,880,510,123,6631.2,6.4,91553.7,223.5,10.4,913.7,4975.5,5201.5
2023-06-19,0,0,6,170,summer_break,0,32.0,38.0,11.2,0.34,1.01,880,510,123,6693.3,24.8,92439.9,223.1,11.17,724.1,5201.5,4817.7
2023-06-20,1,0,6,171,summer_break,0,30.2,36.5,0.0,0.18,0.8,880,510,123,6303.2,19.7,84479.4,177.8,8.7,840.8,4817.7,5112.3
2023-06-21,2,0,6,172,summer_break,0,29.6,35.7,0.0,0.15,0.69,880,510,123,6785.1,17.0,92285.5,214.3,8.59,862.7,5112.3,5283.8
2023-06-22,3,0,6,173,summer_break,0,32.6,38.1,5.9,0.15,1.85,880,510,123,6870.0,45.5,110214.2,214.6,7.66,862.7,5283.8,5183.9
2023-06-23,4,0,6,174,summer_break,0,33.9,41.3,0.0,0.01,0.89,880,510,123,6858.2,21.9,127201.9,215.3,8.32,964.7,5183.9,5350.5
2023-06-24,5,1,6,175,summer_break,0,32.5,40.9,0.0,0.18,0.7,880,510,123,6997.8,17.2,119613.6,218.0,11.57,840.8,5350.5,5166.9
2023-06-25,6,1,6,176,summer_break,0,31.1,36.9,0.0,0.3,0,880,510,123,6703.5,0.0,93007.7,203.8,10.18,753.3,5166.9,5317.7
2023-06-26,0,0,6,177,summer_break,0,31.0,38.5,0.0,0.27,1.37,880,510,123,6872.9,33.7,92090.4,207.4,8.42,775.2,5317.7,5132.8
2023-06-27,1,0,6,178,summer_break,0,32.3,38.0,0.0,0.18,0.77,880,510,123,6696.8,18.9,111269.9,196.3,8.35,840.8,5132.8,5156.7
2023-06-28,2,0,6,179,summer_break,0,30.3,37.3,0.0,0.09,0.57,880,510,123,6832.1,14.0,85500.8,218.9,8.28,906.4,5156.7,5449.5
2023-06-29,3,0,6,180,summer_break,0,31.6,38.4,2.9,0.27,0.87,880,510,123,7065.3,21.4,84193.9,233.3,10.13,775.2,5449.5,4912.5
2023-06-30,4,0,6,181,summer_break,0,29.6,36.5,0.0,0.14,0.11,880,510,123,6414.3,2.7,83492.3,213.7,10.44,869.9,4912.5,5556.2
2023-07-01,5,1,7,182,summer_break,0,32.3,38.6,0.0,0.25,0.49,880,510,123,7319.2,12.0,120043.3,222.5,9.28,789.8,5556.2,5119.4
2023-07-02,6,1,7,183,summer_break,0,31.5,38.0,0.0,0.03,0.22,880,510,123,6764.2,5.4,97197.4,216.4,6.52,950.1,5119.4,5094.1
2023-07-03,0,0,7,184,summer_break,0,31.9,38.5,12.4,0.25,0.5,880,510,123,6680.3,12.3,82805.0,182.9,9.76,789.8,5094.1,4813.8
2023-07-04,1,0,7,185,summer_break,0,30.0,37.2,0.0,0.16,0.19,880,510,123,6313.3,4.7,90143.0,217.7,12.22,855.4,4813.8,5275.1
2023-07-05,2,0,7,186,summer_break,0,33.3,40.2,0.0,0.09,1.37,880,510,123,6976.8,33.7,114566.6,226.0,10.19,906.4,5275.1,5080.3
2023-07-06,3,0,7,187,summer_break,0,32.5,38.3,0.0,0.15,0.28,880,510,123,6649.1,6.9,116841.9,219.0,10.66,862.7,5080.3,5011.8
2023-07-07,4,0,7,188,summer_break,0,31.6,38.9,0.0,0.06,0.26,880,510,123,6634.6,6.4,92122.4,235.1,14.34,928.3,5011.8,5173.5
2023-07-08,5,1,7,189,summer_break,0,32.2,38.1,0.0,0.21,0.15,880,510,123,6816.6,3.7,112453.9,217.0,9.11,818.9,5173.5,5036.2
2023-07-09,6,1,7,190,summer_break,0,31.0,35.5,0.0,0.2,0,880,510,123,6670.8,0.0,85908.8,172.5,11.05,826.2,5036.2,5306.1
2023-07-10,0,0,7,191,summer_break,0,32.8,38.0,0.0,0.13,0.09,880,510,123,7099.6,2.2,124484.2,190.2,8.46,877.2,5306.1,5535.9
2023-07-11,1,0,7,192,summer_break,0,33.5,41.0,10.2,0.39,0.74,880,510,123,7075.4,18.2,122448.8,229.9,8.24,687.7,5535.9,5413.9
2023-07-12,2,0,7,193,summer_break,0,33.6,41.5,0.0,0.05,0.63,880,510,123,7112.9,15.5,118613.9,224.0,9.47,935.6,5413.9,5289.8
2023-07-13,3,0,7,194,summer_break,0,31.5,37.8,0.0,0.21,0.33,880,510,123,6934.8,8.1,87797.9,187.5,9.0,818.9,5289.8,5063.3
2023-07-14,4,0,7,195,summer_break,0,31.3,37.4,0.0,0.11,0.28,880,510,123,6677.7,6.9,90439.6,209.1,10.18,891.8,5063.3,5204.5
2023-07-15,5,1,7,196,summer_break,0,33.4,39.7,0.0,0.07,0.97,880,510,123,6879.6,23.8,116798.5,218.8,9.78,921.0,5204.5,5067.7
2023-07-16,6,1,7,197,summer_break,0,31.8,39.8,0.0,0.13,0.56,880,510,123,6634.6,13.8,85232.9,234.3,9.51,877.2,5067.7,5295.7
2023-07-17,0,0,7,198,summer_break,0,33.8,40.2,0.0,0.26,0,880,510,123,6973.4,0.0,116180.4,203.5,8.94,782.5,5295.7,5247.0
2023-07-18,1,0,7,199,summer_break,0,31.9,38.4,0.0,0.3,0.42,880,510,123,6765.6,10.3,80938.9,223.6,12.51,753.3,5247.0,5575.0
2023-07-19,2,0,7,200,summer_break,0,34.0,41.5,0.0,0.15,0,880,510,123,7409.2,0.0,122059.6,199.4,11.64,862.7,5575.0,5813.0
2023-07-20,3,0,7,201,summer_break,0,35.6,41.6,0.0,0.28,0.81,880,510,123,7510.4,19.9,108071.4,205.9,13.49,767.9,5813.0,5190.5
2023-07-21,4,0,7,202,summer_break,0,32.0,39.3,0.0,0.33,1.38,880,510,123,6470.6,33.9,82791.0,221.8,13.97,731.4,5190.5,5345.8
2023-07-22,5,1,7,203,summer_break,0,31.9,39.9,3.6,0.2,0.42,880,510,123,6999.7,10.3,86463.5,229.9,10.3,826.2,5345.8,5072.2
2023-07-23,6,1,7,204,summer_break,0,30.5,37.0,0.0,0.09,0.12,880,510,123,6717.2,3.0,88523.7,200.0,10.72,906.4,5072.2,5433.4
2023-07-24,0,0,7,205,summer_break,0,33.8,41.5,0.0,0.0,0.27,880,510,123,7291.7,6.6,127538.9,233.6,8.73,972.0,5433.4,5277.7
2023-07-25,1,0,7,206,summer_break,0,32.7,39.1,0.0,0.17,0.63,880,510,123,6862.6,15.5,121198.7,210.5,11.52,848.1,5277.7,5203.7
2023-07-26,2,0,7,207,summer_break,0,33.2,37.8,0.0,0.15,0.44,880,510,123,6816.9,10.8,109831.0,218.2,10.71,862.7,5203.7,5309.2
2023-07-27,3,0,7,208,summer_break,0,32.8,40.1,0.0,0.27,0.19,880,510,123,6910.1,4.7,119954.7,222.0,9.8,775.2,5309.2,5393.7
2023-07-28,4,0,7,209,summer_break,0,32.7,38.8,12.6,0.6,0.24,880,510,123,6796.0,5.9,110937.8,206.0,8.27,534.6,5393.7,5326.3
2023-07-29,5,1,7,210,summer_break,0,32.9,39.5,0.0,0.22,0.57,880,510,123,6900.7,14.0,108600.7,218.9,12.13,811.6,5326.3,5417.9
2023-07-30,6,1,7,211,summer_break,0,34.0,41.4,0.0,0.2,0.33,880,510,123,7069.9,8.1,113888.1,227.2,11.19,826.2,5417.9,5256.5
2023-07-31,0,0,7,212,summer_break,0,33.8,40.0,0.0,0.13,0.6,880,510,123,6870.6,14.8,110783.7,209.8,11.99,877.2,5256.5,10048.9
2023-08-01,1,0,8,213,odd_sem_classes,0,33.8,40.7,0.0,0.0,0.68,7557,3298,3854,11023.9,25.9,818890.8,1811.5,85.48,972.0,10048.9,11036.9
2023-08-02,2,0,8,214,odd_sem_classes,0,33.7,42.1,0.0,0.14,0.55,7557,3298,3854,11319.6,21.0,770315.2,1827.6,86.2,869.9,11036.9,10928.6
2023-08-03,3,0,8,215,odd_sem_classes,0,30.4,36.3,0.0,0.07,0,7557,3298,3854,11162.6,0.0,639698.2,1805.6,84.88,921.0,10928.6,11087.0
2023-08-04,4,0,8,216,odd_sem_classes,0,31.9,37.3,0.0,0.11,0.64,7557,3298,3854,11327.2,24.4,566050.3,1809.3,85.81,891.8,11087.0,8503.8
2023-08-05,5,1,8,217,odd_sem_classes,0,33.5,40.7,0.0,0.16,0.12,3875,3060,410,8931.1,3.7,632753.6,919.9,59.92,855.4,8503.8,8070.3
2023-08-06,6,1,8,218,odd_sem_classes,0,34.2,41.9,0.0,0.09,0.59,3875,3060,410,8893.8,18.1,628816.6,899.0,61.61,906.4,8070.3,10683.6
2023-08-07,0,0,8,219,odd_sem_classes,0,33.5,40.2,0.0,0.17,0.45,7557,3298,3854,11246.7,17.2,827526.4,1798.5,85.89,848.1,10683.6,11428.6
2023-08-08,1,0,8,220,odd_sem_classes,0,34.2,40.9,0.0,0.12,0.35,7557,3298,3854,11807.1,13.3,825812.8,1800.6,83.96,884.5,11428.6,11090.8
2023-08-09,2,0,8,221,odd_sem_classes,0,32.5,38.7,0.0,0.23,0.37,7557,3298,3854,11036.8,14.1,825434.7,1818.7,88.71,804.3,11090.8,11064.1
2023-08-10,3,0,8,222,odd_sem_classes,0,32.8,40.2,0.0,0.08,0,7557,3298,3854,11227.9,0.0,887815.8,1805.7,86.08,913.7,11064.1,10932.6
2023-08-11,4,0,8,223,odd_sem_classes,0,32.6,38.7,0.0,0.18,0.49,7557,3298,3854,10933.6,18.7,850542.9,1803.4,85.07,840.8,10932.6,8251.0
2023-08-12,5,1,8,224,odd_sem_classes,0,31.6,39.0,0.0,0.08,0.33,3875,3060,410,8688.8,10.1,461672.1,940.1,58.55,913.7,8251.0,7987.5
2023-08-13,6,1,8,225,odd_sem_classes,0,31.5,38.2,0.0,0.11,0.57,3875,3060,410,8877.8,17.5,446520.7,911.9,61.28,891.8,7987.5,10622.1
2023-08-14,0,0,8,226,odd_sem_classes,0,33.0,39.6,0.0,0.0,0,7557,3298,3854,11298.0,0.0,778177.3,1846.3,89.3,972.0,10622.1,8247.1
2023-08-15,1,0,8,227,odd_sem_classes,1,33.7,40.6,0.0,0.14,0.26,3500,2890,205,8821.5,7.8,564940.7,833.8,57.78,869.9,8247.1,10714.9
2023-08-16,2,0,8,228,odd_sem_classes,0,32.8,39.4,0.0,0.05,0.33,7557,3298,3854,11344.2,12.6,781512.7,1812.3,89.23,935.6,10714.9,11423.2
2023-08-17,3,0,8,229,odd_sem_classes,0,35.3,40.3,0.0,0.19,0.27,7557,3298,3854,11739.3,10.3,802911.7,1809.6,86.5,833.5,11423.2,11407.6
2023-08-18,4,0,8,230,odd_sem_classes,0,34.2,41.6,0.0,0.1,0.63,7557,3298,3854,11575.7,24.0,772808.8,1833.1,83.6,899.1,11407.6,8575.9
2023-08-19,5,1,8,231,odd_sem_classes,0,33.5,39.7,0.0,0.08,0.9,3875,3060,410,8940.0,27.6,603463.0,930.5,60.85,913.7,8575.9,8003.7
2023-08-20,6,1,8,232,odd_sem_classes,0,32.8,39.2,0.0,0.04,0.07,3875,3060,410,8821.8,2.1,629929.4,931.4,62.66,942.8,8003.7,10276.7
2023-08-21,0,0,8,233,odd_sem_classes,0,31.3,37.1,0.0,0.0,0.6,7557,3298,3854,10860.8,22.9,613727.3,1811.7,84.34,972.0,10276.7,11017.2
2023-08-22,1,0,8,234,odd_sem_classes,0,33.4,39.0,0.0,0.05,0.13,7557,3298,3854,11325.5,5.0,882548.5,1814.5,87.62,935.6,11017.2,11373.3
2023-08-23,2,0,8,235,odd_sem_classes,0,33.5,39.7,7.9,0.41,0.07,7557,3298,3854,11480.0,2.7,744609.5,1819.0,86.21,673.1,11373.3,11135.6
2023-08-24,3,0,8,236,odd_sem_classes,0,33.8,40.8,0.0,0.18,0.26,7557,3298,3854,11187.2,9.9,854227.8,1797.6,86.86,840.8,11135.6,11438.2
2023-08-25,4,0,8,237,odd_sem_classes,0,34.2,40.6,0.0,0.23,0.12,7557,3298,3854,11648.3,4.6,775539.5,1825.9,86.6,804.3,11438.2,8738.5
2023-08-26,5,1,8,238,odd_sem_classes,0,33.0,39.4,4.0,0.35,0,3875,3060,410,9088.8,0.0,566029.7,918.1,62.12,716.9,8738.5,8220.4
2023-08-27,6,1,8,239,odd_sem_classes,0,34.1,41.1,0.0,0.17,0.74,3875,3060,410,8930.6,22.7,634027.6,931.7,63.47,848.1,8220.4,10936.3
2023-08-28,0,0,8,240,odd_sem_classes,0,32.3,38.6,0.0,0.14,0.18,7557,3298,3854,11655.2,6.9,770808.6,1800.6,85.43,869.9,10936.3,10934.1
2023-08-29,1,0,8,241,odd_sem_classes,0,32.2,39.2,0.0,0.18,0.63,7557,3298,3854,10936.5,24.0,859687.4,1805.5,85.82,840.8,10934.1,11067.3
2023-08-30,2,0,8,242,odd_sem_classes,0,32.7,40.5,0.0,0.14,0.58,7557,3298,3854,11185.5,22.1,756866.6,1824.7,84.4,869.9,11067.3,11354.7
2023-08-31,3,0,8,243,odd_sem_classes,0,34.8,42.1,0.0,0.12,0.72,7557,3298,3854,11534.3,27.4,878178.3,1812.9,83.58,884.5,11354.7,11568.7
2023-09-01,4,0,9,244,odd_sem_classes,0,35.3,40.7,0.0,0.21,0.84,7557,3298,3854,11730.9,32.0,849530.1,1791.0,86.54,818.9,11568.7,8654.3
2023-09-02,5,1,9,245,odd_sem_classes,0,33.5,39.7,0.0,0.01,0.42,3875,3060,410,9101.2,12.9,649016.6,930.4,59.84,964.7,8654.3,8217.0
2023-09-03,6,1,9,246,odd_sem_classes,0,33.8,40.7,0.0,0.2,0.19,3875,3060,410,8973.4,5.8,651004.9,932.3,62.29,826.2,8217.0,10887.2
2023-09-04,0,0,9,247,odd_sem_classes,0,33.9,40.1,0.0,0.24,0.38,7557,3298,3854,11431.2,14.5,903286.8,1794.7,87.72,797.0,10887.2,11408.8
2023-09-05,1,0,9,248,odd_sem_classes,0,32.9,39.8,12.1,0.42,0.81,7557,3298,3854,11442.9,30.9,847187.0,1798.5,86.61,665.8,11408.8,11225.4
2023-09-06,2,0,9,249,odd_sem_classes,0,33.8,40.6,0.0,0.06,0.2,7557,3298,3854,11391.8,7.6,848624.6,1801.4,89.23,928.3,11225.4,11186.5
2023-09-07,3,0,9,250,odd_sem_classes,0,32.2,39.7,0.0,0.11,0.72,7557,3298,3854,11299.0,27.4,754664.5,1821.7,85.66,891.8,11186.5,11093.6
2023-09-08,4,0,9,251,odd_sem_classes,0,31.8,40.1,0.0,0.05,1.19,7557,3298,3854,11245.8,45.4,609852.7,1807.8,84.15,935.6,11093.6,8594.3
2023-09-09,5,1,9,252,odd_sem_classes,0,32.2,38.4,0.0,0.19,0.21,3875,3060,410,9031.2,6.4,648613.8,914.2,59.57,833.5,8594.3,7889.6
2023-09-10,6,1,9,253,odd_sem_classes,0,32.3,37.9,0.0,0.0,0.59,3875,3060,410,8662.7,18.1,632055.0,920.3,58.0,972.0,7889.6,10481.5
2023-09-11,0,0,9,254,odd_sem_classes,0,33.1,38.9,0.0,0.1,0.31,7557,3298,3854,11065.9,11.8,774786.1,1815.1,85.22,899.1,10481.5,10988.0
2023-09-12,1,0,9,255,odd_sem_classes,0,34.0,40.5,0.0,0.0,0.45,7557,3298,3854,11287.0,17.2,781491.1,1817.3,84.42,972.0,10988.0,11212.4
2023-09-13,2,0,9,256,odd_sem_classes,0,33.8,39.7,0.0,0.3,0.74,7557,3298,3854,11243.7,28.2,797529.0,1811.0,85.43,753.3,11212.4,11232.3
2023-09-14,3,0,9,257,odd_sem_classes,0,34.3,40.7,0.0,0.15,0,7557,3298,3854,11400.2,0.0,832584.9,1812.7,87.58,862.7,11232.3,10881.5
2023-09-15,4,0,9,258,odd_sem_classes,0,31.2,37.6,0.0,0.06,0.58,7557,3298,3854,11020.7,22.1,574265.7,1799.9,85.78,928.3,10881.5,8610.6
2023-09-16,5,1,9,259,odd_sem_classes,0,33.1,39.6,0.0,0.2,0.44,3875,3060,410,9061.1,13.5,616052.6,923.7,62.13,826.2,8610.6,8047.3
2023-09-17,6,1,9,260,odd_sem_classes,0,32.9,40.2,0.0,0.01,0.66,3875,3060,410,8840.8,20.2,646184.2,932.7,59.91,964.7,8047.3,10890.0
2023-09-18,0,0,9,261,odd_sem_classes,0,33.4,38.9,0.0,0.3,1.22,7557,3298,3854,11303.9,46.5,855706.4,1824.0,87.41,753.3,10890.0,11153.0
2023-09-19,1,0,9,262,odd_sem_classes,0,33.2,39.5,0.0,0.21,0.87,7557,3298,3854,11221.0,33.2,834205.6,1806.2,85.13,818.9,11153.0,11036.2
2023-09-20,2,0,9,263,odd_sem_classes,0,31.4,37.5,0.0,0.2,0.96,7557,3298,3854,11037.2,36.6,604528.4,1838.1,87.6,826.2,11036.2,10905.5
2023-09-21,3,0,9,264,odd_sem_classes,0,32.7,39.8,0.0,0.13,1.08,7557,3298,3854,10887.9,41.2,819761.3,1796.8,84.61,877.2,10905.5,10725.1
2023-09-22,4,0,9,265,odd_sem_classes,0,31.3,37.5,0.0,0.01,0.11,7557,3298,3854,10943.7,4.2,589984.9,1808.9,85.37,964.7,10725.1,8341.2
2023-09-23,5,1,9,266,odd_sem_classes,0,32.5,39.3,0.0,0.21,0.9,3875,3060,410,8632.4,27.6,620115.1,939.6,61.72,818.9,8341.2,7821.6
2023-09-24,6,1,9,267,odd_sem_classes,0,32.7,40.2,0.0,0.0,0,3875,3060,410,8649.7,0.0,610109.8,938.3,61.61,972.0,7821.6,10599.3
2023-09-25,0,0,9,268,odd_sem_classes,0,31.7,38.2,0.0,0.2,0.49,7557,3298,3854,11278.1,18.7,542182.4,1796.2,85.73,826.2,10599.3,11088.9
2023-09-26,1,0,9,269,odd_sem_classes,0,31.5,37.2,0.0,0.11,0.49,7557,3298,3854,11388.5,18.7,624858.2,1810.5,86.95,891.8,11088.9,10797.7
2023-09-27,2,0,9,270,odd_sem_classes,0,31.2,37.6,0.0,0.14,0,7557,3298,3854,10877.1,0.0,610202.9,1833.2,87.49,869.9,10797.7,10683.2
2023-09-28,3,0,9,271,odd_sem_classes,0,32.3,38.1,0.0,0.3,0.6,7557,3298,3854,10501.2,22.9,793948.2,1836.3,87.48,753.3,10683.2,10928.9
2023-09-29,4,0,9,272,odd_sem_classes,0,31.7,37.6,0.0,0.06,0.57,7557,3298,3854,11148.5,21.7,584640.9,1839.6,85.69,928.3,10928.9,8265.0
2023-09-30,5,1,9,273,odd_sem_classes,0,31.8,39.8,0.0,0.06,0.86,3875,3060,410,8670.3,26.4,450688.1,936.5,61.38,928.3,8265.0,8447.3
2023-10-01,6,1,10,274,odd_sem_classes,0,31.7,38.5,18.8,0.74,0.27,3875,3060,410,9052.0,8.3,456527.6,941.5,63.34,432.5,8447.3,7057.0
2023-10-02,0,0,10,275,odd_sem_classes,1,29.0,35.4,0.0,0.11,0.23,3500,2890,205,7637.7,6.9,473142.4,838.6,58.24,891.8,7057.0,10373.9
2023-10-03,1,0,10,276,odd_sem_classes,0,33.0,39.5,0.0,0.31,0.51,7557,3298,3854,10911.2,19.4,775674.2,1815.0,85.6,746.0,10373.9,11152.8
2023-10-04,2,0,10,277,odd_sem_classes,0,32.5,37.9,0.0,0.19,0.78,7557,3298,3854,11314.5,29.7,812843.6,1848.3,83.29,833.5,11152.8,10910.6
2023-10-05,3,0,10,278,odd_sem_classes,0,33.2,39.7,0.0,0.16,0.43,7557,3298,3854,10915.3,16.4,770798.5,1819.4,85.44,855.4,10910.6,10998.3
2023-10-06,4,0,10,279,odd_sem_classes,0,31.5,37.5,0.0,0.13,0.54,7557,3298,3854,11192.2,20.6,628025.3,1801.7,84.08,877.2,10998.3,8208.0
2023-10-07,5,1,10,280,odd_sem_classes,0,30.4,36.2,0.0,0.16,0.21,3875,3060,410,8586.5,6.4,466378.9,913.7,62.7,855.4,8208.0,8324.6
2023-10-08,6,1,10,281,odd_sem_classes,0,32.6,39.0,0.0,0.15,0.62,3875,3060,410,9196.4,19.0,652783.2,946.0,62.49,862.7,8324.6,11294.5
2023-10-09,0,0,10,282,odd_sem_classes,0,33.1,39.4,41.0,1.0,0.95,7557,3298,3854,11367.1,36.2,865988.2,1805.7,87.97,243.0,11294.5,11037.9
2023-10-10,1,0,10,283,odd_sem_classes,0,31.0,38.7,0.0,0.26,0.48,7557,3298,3854,11056.6,18.3,631136.9,1812.8,85.6,782.5,11037.9,10858.4
2023-10-11,2,0,10,284,odd_sem_classes,0,30.1,35.2,0.0,0.1,0.15,7557,3298,3854,11015.4,5.7,627841.9,1812.8,85.09,899.1,10858.4,11391.2
2023-10-12,3,0,10,285,odd_sem_classes,0,29.8,37.8,25.2,0.61,1.11,7557,3298,3854,11290.8,42.3,638406.0,1828.1,87.96,527.3,11391.2,10996.4
2023-10-13,4,0,10,286,odd_sem_classes,0,30.7,36.0,0.0,0.21,0.26,7557,3298,3854,11091.7,9.9,591178.0,1786.3,86.38,818.9,10996.4,8443.9
2023-10-14,5,1,10,287,odd_sem_classes,0,30.8,37.3,4.4,0.34,0.42,3875,3060,410,8727.4,12.9,475265.0,946.4,61.56,724.1,8443.9,7542.8
2023-10-15,6,1,10,288,odd_sem_classes,0,29.2,35.1,0.0,0.08,0,3875,3060,410,8280.9,0.0,444589.9,912.2,60.4,913.7,7542.8,10641.2
2023-10-16,0,0,10,289,odd_sem_classes,0,30.3,36.1,48.3,1.0,0,7557,3298,3854,10852.7,0.0,573562.6,1813.7,81.71,243.0,10641.2,10788.6
2023-10-17,1,0,10,290,odd_sem_classes,0,29.7,38.1,19.5,0.72,0.18,7557,3298,3854,10541.1,6.9,649706.6,1816.7,82.07,447.1,10788.6,11128.0
2023-10-18,2,0,10,291,odd_sem_classes,0,30.2,36.5,21.7,0.72,0.57,7557,3298,3854,10978.7,21.7,571606.2,1812.8,84.23,447.1,11128.0,10648.5
2023-10-19,3,0,10,292,odd_sem_classes,0,30.0,36.4,0.0,0.11,0,7557,3298,3854,10687.6,0.0,601312.5,1830.4,86.58,891.8,10648.5,10729.9
2023-10-20,4,0,10,293,odd_sem_classes,0,31.9,37.6,0.0,0.13,0.71,7557,3298,3854,10794.4,27.1,658401.6,1823.1,85.42,877.2,10729.9,7952.2
2023-10-21,5,1,10,294,odd_sem_classes,0,27.7,34.6,0.0,0.17,0,3875,3060,410,8251.9,0.0,447171.8,953.0,60.56,848.1,7952.2,7729.7
2023-10-22,6,1,10,295,odd_sem_classes,0,29.2,35.4,2.2,0.32,0,3875,3060,410,8454.6,0.0,424946.9,933.9,61.28,738.7,7729.7,10267.6
2023-10-23,0,0,10,296,odd_sem_classes,0,29.8,35.7,0.0,0.15,0.01,7557,3298,3854,10838.3,0.4,591900.6,1835.5,86.71,862.7,10267.6,10380.6
2023-10-24,1,0,10,297,odd_sem_classes,0,29.2,35.5,0.0,0.07,0.35,7557,3298,3854,10497.4,13.3,602826.0,1813.5,86.48,921.0,10380.6,10573.0
2023-10-25,2,0,10,298,odd_sem_classes,0,27.9,33.8,18.0,0.6,0.23,7557,3298,3854,10376.2,8.8,585099.1,1816.3,87.82,534.6,10573.0,10633.6
2023-10-26,3,0,10,299,odd_sem_classes,0,31.4,38.6,0.0,0.05,0.46,7557,3298,3854,10779.7,17.5,600927.9,1827.7,85.56,935.6,10633.6,10461.8
2023-10-27,4,0,10,300,odd_sem_classes,0,28.4,35.6,0.0,0.2,0.23,7557,3298,3854,10493.8,8.8,643894.6,1773.8,86.33,826.2,10461.8,8148.8
2023-10-28,5,1,10,301,odd_sem_classes,0,29.1,34.9,0.0,0.17,0,3875,3060,410,8614.8,0.0,476382.2,930.5,59.42,848.1,8148.8,7582.2
2023-10-29,6,1,10,302,odd_sem_classes,0,28.7,34.6,0.0,0.07,0,3875,3060,410,8325.6,0.0,477622.1,960.3,60.67,921.0,7582.2,10575.4
2023-10-30,0,0,10,303,odd_sem_classes,0,28.2,35.5,22.5,0.6,0.55,7557,3298,3854,10932.0,21.0,562191.8,1835.6,85.81,534.6,10575.4,10820.2
2023-10-31,1,0,10,304,odd_sem_classes,0,29.9,35.4,12.4,0.45,0,7557,3298,3854,10795.1,0.0,663308.3,1813.2,88.61,644.0,10820.2,10975.2
2023-11-01,2,0,11,305,odd_sem_classes,0,30.1,37.4,0.0,0.08,0,7557,3298,3854,11248.3,0.0,626700.0,1817.1,87.64,913.7,10975.2,10813.5
2023-11-02,3,0,11,306,odd_sem_classes,0,30.2,37.6,0.0,0.21,0.69,7557,3298,3854,10798.7,26.3,612989.7,1826.7,86.52,818.9,10813.5,10596.8
2023-11-03,4,0,11,307,odd_sem_classes,0,27.0,33.4,10.5,0.47,0.17,7557,3298,3854,10425.3,6.5,574798.8,1818.7,86.53,629.4,10596.8,7820.2
2023-11-04,5,1,11,308,odd_sem_classes,0,27.4,34.1,0.0,0.22,0.03,3875,3060,410,8059.5,0.9,477861.6,936.4,61.2,811.6,7820.2,7498.2
